District_N,party,Lean,Dallet.margin,Dallet.pct,Walker14.pct,Clinton.pct,Trump.pct,Obama.pct,Romney.pct,Lean_pres,Lean_pres.ass
2,Rep,-0.25310714954226915,0.0029831629428681006,0.501491581471434,0.6373985426445038,0.35567908404546583,0.5774703393346055,0.44427820376950733,0.5430043845978014,NA,-0.19
25,Rep,-0.2565531506594832,-0.031823829588846664,0.48408808520557667,0.642476528799797,0.33883026671615674,0.5910970889230606,0.45591463725940673,0.5292540971052229,NA,-0.21
5,Rep,-0.26051875689622145,5.681006553848178e-6,0.5000028405032769,0.6422526315789474,0.3537805478103986,0.587256027554535,0.43753924480271533,0.5503945693678405,NA,-0.2
35,Rep,-0.26490670892340945,-0.06470951567779676,0.46764524216110165,0.6157001573387278,0.3411293328363772,0.6052226984718598,0.46107133146016493,0.5265340342608538,NA,-0.21
69,Rep,-0.2664914307393324,-0.05309055542867802,0.473454722285661,0.6483595895360601,0.3343643219040886,0.6090491339696006,0.4368365491760014,0.5485015541610463,NA,-0.23
89,Rep,-0.2671492724787557,-0.04240540343634369,0.47879729828182815,0.6207174027421002,0.32966349145565077,0.6196208893782011,0.4628913376632854,0.5253837359215744,NA,-0.23
32,Rep,-0.27544789586361573,-0.12553035600630774,0.4372348219968461,0.66001617686708,0.342371012604305,0.5882176059337961,0.4087831158560696,0.5785142348754448,NA,-0.23
33,Rep,-0.2861017116915384,-0.17950093396252992,0.41024953301873507,0.6557613316999351,0.3397520711624972,0.5955380951411647,0.38800103748927595,0.5997685600845952,NA,-0.24
87,Rep,-0.29029812590560017,-0.14709810644728943,0.42645094677635526,0.6355581127733027,0.30892094633583383,0.6433006347374495,0.4428036605657238,0.5437003142909965,NA,-0.28
97,Rep,-0.2935651112661694,-0.1997248373013059,0.400137581349347,0.6887175928220889,0.36774839989366703,0.5575731550211643,0.3761099693667843,0.6122183876846717,NA,-0.2
36,Rep,-0.2995731146679607,-0.13320385235298077,0.43339807382350964,0.6305084745762712,0.3089167647857984,0.649171270718232,0.45474128259211055,0.5328725934568954,NA,-0.27
40,Rep,-0.30131553056485516,-0.07521907026386354,0.46239046486806823,0.6299295674242208,0.32069196480125645,0.6263020532600411,0.44437998886207536,0.5445749025431594,NA,-0.25
52,Rep,-0.3055153365359451,-0.11905377934558603,0.44047311032720704,0.6333897349125776,0.35054803175562455,0.5834409251984727,0.4295232533446592,0.5586111700998089,NA,-0.21
39,Rep,-0.33234271242054464,-0.2140783987199676,0.39296080064001615,0.6774633572269178,0.3025157812284016,0.6412707920563977,0.38701402984408806,0.6014319809069213,NA,-0.31
6,Rep,-0.33265033681959133,-0.1121487873932076,0.4439256063033962,0.6510585102046362,0.31196741993315774,0.6378123547508908,0.4400631265420436,0.5481117606526039,NA,-0.27
98,Rep,-0.3480400088914018,-0.267807424555211,0.36609628772239444,0.716837773054136,0.35021313846388064,0.5803265585750171,0.3430164747047675,0.6473975798221315,NA,-0.25
22,Rep,-0.35249834094681465,-0.2945581286375106,0.3527209356812447,0.6910589681478,0.36089533614100766,0.5796599594447044,0.35961512152856945,0.6313557389757855,NA,-0.23
83,Rep,-0.3799653531456102,-0.28730228793781404,0.35634885603109295,0.7142355488792212,0.3128772971350432,0.6284394490211119,0.32579985722629634,0.6648387306119801,NA,-0.32
60,Rep,-0.4178748936027142,-0.2935151720268141,0.35324241398659295,0.7351648811516572,0.3074827723058051,0.6277194501569434,0.31196611366043064,0.6772679138722203,NA,-0.33
59,Rep,-0.4492662666516727,-0.3477444608760697,0.3261277695619651,0.7461980964334275,0.25983881191705155,0.6841075794621027,0.31380480855479537,0.675097173610989,NA,-0.41
58,Rep,-0.45137597850186795,-0.37110016252738837,0.31444991873630584,0.7567930765716129,0.2695698575472136,0.6766507354647117,0.29633162975582056,0.6933106189664963,NA,-0.4
99,Rep,-0.46403119435955975,-0.365199971605574,0.31740001419721303,0.7645157521710347,0.28444482058226134,0.6511002031144211,0.2728155990351112,0.7187583757705709,NA,-0.39
