CNTY_NAME,MCD_NAME,STR_WARDS,CTV,Dallet,total,dallet_pct
lafayette,darlington,0003,c,56,102,0.5490196078431373
lafayette,darlington,0004,c,49,76,0.6447368421052632
lafayette,darlington,0005,c,71,112,0.6339285714285714
lafayette,darlington,0006,c,28,35,0.8
lafayette,shullsburg,0001,c,31,61,0.5081967213114754
lafayette,shullsburg,0002,c,120,175,0.6857142857142857
lafayette,shullsburg,0003,c,96,154,0.6233766233766234
langlade,ackley,0001,t,25,65,0.38461538461538464
langlade,ainsworth,0001,t,20,59,0.3389830508474576
langlade,evergreen,0001,t,28,67,0.417910447761194
langlade,neva,0001,t,59,136,0.4338235294117647
langlade,norwood,0001,t,42,133,0.3157894736842105
langlade,parrish,0001,t,5,12,0.4166666666666667
langlade,peck,0001,t,25,70,0.35714285714285715
langlade,summit,0001,t,18,29,0.6206896551724138
langlade,upham,0001,t,58,118,0.4915254237288136
langlade,vilas,0001,t,5,27,0.18518518518518517
langlade,whitelake,0001,v,28,59,0.4745762711864407
langlade,antigo,0001,c,39,80,0.4875
langlade,antigo,0002,c,39,86,0.45348837209302323
langlade,antigo,0003,c,38,66,0.5757575757575758
langlade,antigo,0004,c,58,100,0.58
langlade,antigo,0005,c,26,42,0.6190476190476191
langlade,antigo,0006,c,44,99,0.4444444444444444
langlade,antigo,0007,c,68,133,0.5112781954887218
langlade,antigo,0008,c,30,58,0.5172413793103449
langlade,antigo,0009,c,51,102,0.5
lincoln,birch,0001,t,38,84,0.4523809523809524
lincoln,harding,0001,t,44,105,0.41904761904761906
lincoln,russell,0001,t,81,156,0.5192307692307693
lincoln,skanawan,0001,t,44,78,0.5641025641025641
lincoln,somo,0001,t,9,23,0.391304347826087
lincoln,tomahawk,0001,t,37,69,0.5362318840579711
lincoln,wilson,0001,t,22,60,0.36666666666666664
manitowoc,centerville,0001,t,60,145,0.41379310344827586
manitowoc,eaton,0001,t,95,234,0.405982905982906
manitowoc,maplegrove,0001,t,43,116,0.3706896551724138
manitowoc,twocreeks,0001,t,42,93,0.45161290322580644
manitowoc,franciscreek,0001,v,67,123,0.5447154471544715
manitowoc,kellnersville,0001,v,33,52,0.6346153846153846
manitowoc,maribel,0001,v,28,49,0.5714285714285714
manitowoc,stnazianz,0001,v,66,128,0.515625
manitowoc,valders,0001,v,112,232,0.4827586206896552
manitowoc,whitelaw,0001,v,84,168,0.5
manitowoc,manitowoc,0021,c,0.3333333333333333,0.3333333333333333,1
marathon,bergen,0001,t,71,127,0.5590551181102362
marathon,bern,0001,t,26,70,0.37142857142857144
marathon,brighton,0001,t,15,45,0.3333333333333333
marathon,cassel,0001,t,45,135,0.3333333333333333
marathon,eaupleine,0001,t,27,85,0.3176470588235294
marathon,elderon,0001,t,27,74,0.36486486486486486
marathon,frankfort,0001,t,23,63,0.36507936507936506
marathon,franzen,0001,t,31,85,0.36470588235294116
marathon,greenvalley,0001,t,41,91,0.45054945054945056
marathon,guenther,0001,t,14,66,0.21212121212121213
marathon,halsey,0001,t,33,87,0.3793103448275862
marathon,hamburg,0001,t,61,182,0.33516483516483514
marathon,harrison,0001,t,12,33,0.36363636363636365
marathon,hewitt,0001,t,27,90,0.3
marathon,holton,0001,t,33,96,0.34375
marathon,hull,0001,t,31,87,0.3563218390804598
marathon,johnson,0001,t,44,98,0.4489795918367347
marathon,norrie,0001,t,60,151,0.3973509933774834
marathon,plover,0001,t,43,100,0.43
marathon,ribfalls,0001,t,46,168,0.27380952380952384
marathon,rietbrock,0001,t,61,153,0.39869281045751637
marathon,weston,0001,t,68,170,0.4
marathon,wien,0001,t,45,108,0.4166666666666667
marathon,birnamwood,0002,v,4,8,0.5
marathon,brokaw,0001,v,32,51,0.6274509803921569
marathon,elderon,0001,v,11,27,0.4074074074074074
marathon,fenwood,0001,v,13,30,0.43333333333333335
marathon,hatley,0001,v,65,125,0.52
marathon,unity,0001,v,9,18,0.5
marathon,weston,0003,v,135,258,0.5232558139534884
marathon,abbotsford,0001,c,6.5,15,0.43333333333333335
marathon,colby,0001,c,17,38,0.4473684210526316
marathon,marshfield,0012,c,18.75,33,0.5681818181818182
marathon,wausau,0001,c,274,400,0.685
marathon,wausau,0002,c,275,403,0.6823821339950372
marathon,wausau,0003,c,56,89,0.6292134831460674
marathon,wausau,0004,c,36,61,0.5901639344262295
marathon,wausau,0005,c,106,178,0.5955056179775281
marathon,wausau,0006,c,76,119,0.6386554621848739
marathon,wausau,0007,c,121,191,0.6335078534031413
marathon,wausau,0008,c,49,84,0.5833333333333334
marathon,wausau,0009,c,67,106,0.6320754716981132
marathon,wausau,0010,c,39,71,0.5492957746478874
marathon,wausau,0012,c,219,305,0.7180327868852459
marathon,wausau,0013,c,128,190,0.6736842105263158
marathon,wausau,0014,c,114,199,0.5728643216080402
marathon,wausau,0015,c,277,483,0.5734989648033126
marathon,wausau,0016,c,174,330,0.5272727272727272
marathon,wausau,0017,c,133,227,0.5859030837004405
marathon,wausau,0018,c,133,218,0.6100917431192661
marathon,wausau,0019,c,112,184,0.6086956521739131
marathon,wausau,0020,c,98,153,0.6405228758169934
marathon,wausau,0021,c,93,145,0.6413793103448275
marathon,wausau,0022,c,100,169,0.591715976331361
marathon,wausau,0023,c,128,186,0.6881720430107527
marathon,wausau,0024,c,173,330,0.5242424242424243
marathon,wausau,0025,c,166,299,0.5551839464882943
marathon,wausau,0026,c,123,206,0.5970873786407767
marathon,wausau,0030,c,0,2,0
marathon,wausau,0033,c,0,1,0
marinette,amberg,0001,t,44,117,0.37606837606837606
marinette,beecher,0001,t,38,100,0.38
marinette,goodman,0001,t,54,103,0.5242718446601942
marinette,niagara,0001,t,60,139,0.4316546762589928
marinette,peshtigo,0001,t,98.5,192.5,0.5116883116883116
marinette,silvercliff,0001,t,35,109,0.3211009174311927
marinette,wagner,0001,t,41,87,0.47126436781609193
marinette,coleman,0001,v,90,203,0.4433497536945813
marinette,crivitz,0001,v,61,133,0.45864661654135336
marinette,pound,0001,v,20,64,0.3125
marinette,wausaukee,0001,v,38,79,0.4810126582278481
marquette,crystallake,0001,t,52,110,0.4727272727272727
marquette,douglas,0001,t,80,190,0.42105263157894735
marquette,harris,0001,t,77,190,0.4052631578947368
marquette,mecan,0001,t,54,148,0.36486486486486486
marquette,shields,0001,t,47,151,0.31125827814569534
marquette,springfield,0001,t,73,163,0.44785276073619634
marquette,endeavor,0001,v,27,62,0.43548387096774194
marquette,neshkoro,0001,v,30,73,0.410958904109589
marquette,oxford,0001,v,41,84,0.4880952380952381
menominee,menominee,0001,t,21,34.25,0.6131386861313869
menominee,menominee,0002,t,9,11,0.8181818181818182
milwaukee,bayside,0001,v,83,114.25,0.7264770240700219
milwaukee,bayside,0002,v,247.5,336.5,0.7355126300148589
milwaukee,bayside,0005,v,244,346,0.7052023121387283
milwaukee,riverhills,0001,v,63,91,0.6923076923076923
milwaukee,riverhills,0002,v,120,265,0.4528301886792453
milwaukee,riverhills,0003,v,124,218,0.5688073394495413
milwaukee,westmilwaukee,0005,v,28,46,0.6086956521739131
milwaukee,westmilwaukee,0006,v,36,62.666666666666664,0.574468085106383
milwaukee,whitefishbay,0007,v,261,380,0.6868421052631579
milwaukee,whitefishbay,0008,v,300.5,431.5,0.6964078794901506
milwaukee,whitefishbay,0009,v,227.5,310.5,0.7326892109500805
milwaukee,whitefishbay,0012,v,314,448,0.7008928571428571
milwaukee,franklin,0002,c,206,480,0.42916666666666664
milwaukee,franklin,0003,c,243,534,0.4550561797752809
milwaukee,franklin,0004,c,99,262,0.37786259541984735
milwaukee,franklin,0005,c,106,254,0.41732283464566927
milwaukee,franklin,0006,c,134,345,0.3884057971014493
milwaukee,franklin,0007,c,224,524,0.42748091603053434
milwaukee,franklin,0008,c,105,196,0.5357142857142857
milwaukee,franklin,0009,c,127,254,0.5
milwaukee,franklin,0010,c,55,131,0.4198473282442748
milwaukee,franklin,0011,c,154,347,0.4438040345821326
milwaukee,franklin,0012,c,107,280,0.3821428571428571
milwaukee,franklin,0013,c,145,385,0.37662337662337664
milwaukee,franklin,0014,c,145,333,0.43543543543543545
milwaukee,franklin,0015a,c,77,182,0.4230769230769231
milwaukee,franklin,0015b,c,70,142,0.49295774647887325
milwaukee,franklin,0016,c,125,367,0.3405994550408719
milwaukee,franklin,0017,c,112,226,0.49557522123893805
milwaukee,franklin,0018,c,33,116,0.28448275862068967
milwaukee,franklin,0019,c,142,379,0.37467018469656993
milwaukee,franklin,0020,c,110,180,0.6111111111111112
milwaukee,franklin,0021,c,31,51,0.6078431372549019
milwaukee,franklin,0022a,c,133,282,0.4716312056737589
milwaukee,franklin,0022b,c,151,308,0.4902597402597403
milwaukee,franklin,0023,c,167,424,0.3938679245283019
milwaukee,glendale,0001,c,206,280,0.7357142857142858
milwaukee,glendale,0002,c,156.33333333333334,216.33333333333334,0.7226502311248074
milwaukee,glendale,0003,c,203,312,0.6506410256410257
milwaukee,glendale,0004,c,282,390.5,0.7221510883482715
milwaukee,glendale,0005,c,168.66666666666666,238.33333333333334,0.7076923076923077
milwaukee,glendale,0006,c,162.5,230,0.7065217391304348
milwaukee,greenfield,0001,c,166,287,0.578397212543554
milwaukee,greenfield,0002,c,102,227,0.44933920704845814
milwaukee,greenfield,0003,c,103,199,0.5175879396984925
milwaukee,greenfield,0004,c,86,172,0.5
milwaukee,greenfield,0005,c,147,287,0.5121951219512195
milwaukee,greenfield,0006,c,142,328,0.4329268292682927
milwaukee,greenfield,0007,c,179,419,0.42720763723150357
milwaukee,greenfield,0008,c,179,338,0.5295857988165681
milwaukee,greenfield,0009,c,195,396,0.49242424242424243
milwaukee,greenfield,0010,c,144,355,0.4056338028169014
milwaukee,greenfield,0011,c,240,556,0.4316546762589928
milwaukee,greenfield,0012,c,193,443,0.435665914221219
milwaukee,greenfield,0013,c,109,193,0.56476683937823835
milwaukee,greenfield,0014,c,119,237,0.5021097046413502
milwaukee,greenfield,0015,c,93,224,0.41517857142857145
milwaukee,greenfield,0016,c,35,100,0.35
milwaukee,greenfield,0017,c,101,191,0.5287958115183246
milwaukee,greenfield,0018,c,121,253,0.4782608695652174
milwaukee,greenfield,0019,c,271,462,0.5865800865800865
milwaukee,greenfield,0020,c,209,452,0.46238938053097345
milwaukee,greenfield,0021,c,94,192,0.4895833333333333
milwaukee,milwaukee,0001,c,143,228,0.6271929824561403
milwaukee,milwaukee,0002,c,18,25,0.72
milwaukee,milwaukee,0003,c,176,274,0.6423357664233577
milwaukee,milwaukee,0004,c,339,411,0.8248175182481752
milwaukee,milwaukee,0005,c,126,181,0.6961325966850829
milwaukee,milwaukee,0006,c,307,418,0.7344497607655502
milwaukee,milwaukee,0007,c,62,107,0.5794392523364486
milwaukee,milwaukee,0008,c,283,396,0.7146464646464646
milwaukee,milwaukee,0009,c,141,175,0.8057142857142857
milwaukee,milwaukee,0010,c,208,329,0.6322188449848024
milwaukee,milwaukee,0011,c,144,189,0.7619047619047619
milwaukee,milwaukee,0012,c,83,119,0.6974789915966386
milwaukee,milwaukee,0013,c,71,103,0.6893203883495146
milwaukee,milwaukee,0014,c,126,153,0.8235294117647058
milwaukee,milwaukee,0015,c,152,227,0.6696035242290749
milwaukee,milwaukee,0016,c,203,252,0.8055555555555556
milwaukee,milwaukee,0017,c,98,134,0.7313432835820896
milwaukee,milwaukee,0018,c,142,194,0.7319587628865979
milwaukee,milwaukee,0019,c,45,71,0.6338028169014085
milwaukee,milwaukee,0020,c,150,186,0.8064516129032258
milwaukee,milwaukee,0021,c,94,115,0.8173913043478261
milwaukee,milwaukee,0022,c,90,109,0.8256880733944955
milwaukee,milwaukee,0023,c,24,40,0.6
milwaukee,milwaukee,0024,c,11,12,0.9166666666666666
milwaukee,milwaukee,0025,c,63,78,0.8076923076923077
milwaukee,milwaukee,0026,c,64,92,0.6956521739130435
milwaukee,milwaukee,0027,c,71,89,0.797752808988764
milwaukee,milwaukee,0028,c,6,8,0.75
milwaukee,milwaukee,0029,c,31,37,0.8378378378378378
milwaukee,milwaukee,0030,c,81,105,0.7714285714285715
milwaukee,milwaukee,0031,c,37,56,0.6607142857142857
milwaukee,milwaukee,0032,c,195,274,0.7116788321167883
milwaukee,milwaukee,0033,c,405,639,0.6338028169014085
milwaukee,milwaukee,0034,c,127,204,0.6225490196078431
milwaukee,milwaukee,0035,c,91,181,0.5027624309392266
milwaukee,milwaukee,0036,c,79,112,0.7053571428571429
milwaukee,milwaukee,0037,c,51,73,0.6986301369863014
milwaukee,milwaukee,0038,c,61,77,0.7922077922077922
milwaukee,milwaukee,0039,c,77,120,0.6416666666666667
milwaukee,milwaukee,0040,c,66,81,0.8148148148148148
milwaukee,milwaukee,0041,c,71,84,0.8452380952380952
milwaukee,milwaukee,0042,c,113,136,0.8308823529411765
milwaukee,milwaukee,0043,c,28,33,0.8484848484848485
milwaukee,milwaukee,0044,c,119,146,0.815068493150685
milwaukee,milwaukee,0045,c,84,106,0.7924528301886793
milwaukee,milwaukee,0046,c,39,54,0.7222222222222222
milwaukee,milwaukee,0047,c,70,81,0.8641975308641975
milwaukee,milwaukee,0048,c,72,82,0.8780487804878049
milwaukee,milwaukee,0049,c,55,71,0.7746478873239436
milwaukee,milwaukee,0050,c,57,72,0.7916666666666666
milwaukee,milwaukee,0051,c,56,64,0.875
milwaukee,milwaukee,0052,c,88,112,0.7857142857142857
milwaukee,milwaukee,0053,c,48,54,0.8888888888888888
milwaukee,milwaukee,0054,c,75,83,0.9036144578313253
milwaukee,milwaukee,0055,c,205,286,0.7167832167832168
milwaukee,milwaukee,0056,c,107,120,0.8916666666666667
milwaukee,milwaukee,0057,c,107,111,0.963963963963964
milwaukee,milwaukee,0058,c,84,87,0.9655172413793104
milwaukee,milwaukee,0059,c,240,255,0.9411764705882353
milwaukee,milwaukee,0060,c,104,115,0.9043478260869565
milwaukee,milwaukee,0061,c,122,129,0.9457364341085271
milwaukee,milwaukee,0062,c,70,77,0.9090909090909091
milwaukee,milwaukee,0063,c,67,73,0.9178082191780822
milwaukee,milwaukee,0064,c,159,181,0.8784530386740331
milwaukee,milwaukee,0065,c,182,207,0.8792270531400966
milwaukee,milwaukee,0066,c,65,75,0.8666666666666667
milwaukee,milwaukee,0067,c,56,67,0.835820895522388
milwaukee,milwaukee,0068,c,119,148,0.8040540540540541
milwaukee,milwaukee,0069,c,78,99,0.7878787878787878
milwaukee,milwaukee,0070,c,187,208,0.8990384615384616
milwaukee,milwaukee,0071,c,96,112,0.8571428571428571
milwaukee,milwaukee,0072,c,149,174,0.8563218390804598
milwaukee,milwaukee,0073,c,149,191,0.7801047120418848
milwaukee,milwaukee,0074,c,92,118,0.7796610169491526
milwaukee,milwaukee,0075,c,116,181,0.6408839779005525
milwaukee,milwaukee,0076,c,95,119,0.7983193277310925
milwaukee,milwaukee,0077,c,70,105,0.6666666666666666
milwaukee,milwaukee,0078,c,141,204,0.6911764705882353
milwaukee,milwaukee,0079,c,136,209,0.6507177033492823
milwaukee,milwaukee,0080,c,266,408,0.6519607843137255
milwaukee,milwaukee,0081,c,93,164,0.5670731707317073
milwaukee,milwaukee,0082,c,159,264,0.6022727272727273
milwaukee,milwaukee,0083,c,160,299,0.5351170568561873
milwaukee,milwaukee,0084,c,137,207,0.6618357487922706
milwaukee,milwaukee,0085,c,228,332,0.6867469879518072
milwaukee,milwaukee,0086,c,182,287,0.6341463414634146
milwaukee,milwaukee,0087,c,114,172,0.6627906976744186
milwaukee,milwaukee,0088,c,161,223,0.7219730941704036
milwaukee,milwaukee,0089,c,163,243,0.6707818930041153
milwaukee,milwaukee,0090,c,165,240,0.6875
milwaukee,milwaukee,0091,c,175,212,0.8254716981132075
milwaukee,milwaukee,0092,c,272,378,0.7195767195767195
milwaukee,milwaukee,0093,c,202,277,0.7292418772563177
milwaukee,milwaukee,0094,c,49,58,0.8448275862068966
milwaukee,milwaukee,0095,c,62,68,0.9117647058823529
milwaukee,milwaukee,0096,c,209,259,0.806949806949807
milwaukee,milwaukee,0097,c,186,251,0.7410358565737052
milwaukee,milwaukee,0098,c,143,151,0.9470198675496688
milwaukee,milwaukee,0099,c,203,235,0.8638297872340426
milwaukee,milwaukee,0100,c,132,143,0.9230769230769231
milwaukee,milwaukee,0101,c,161,176,0.9147727272727273
milwaukee,milwaukee,0102,c,210,236,0.8898305084745762
milwaukee,milwaukee,0103,c,193,213,0.9061032863849765
milwaukee,milwaukee,0104,c,131,143,0.916083916083916
milwaukee,milwaukee,0105,c,35,37,0.9459459459459459
milwaukee,milwaukee,0106,c,29,32,0.90625
milwaukee,milwaukee,0107,c,99,109,0.908256880733945
milwaukee,milwaukee,0108,c,85,90,0.9444444444444444
milwaukee,milwaukee,0109,c,89,94,0.9468085106382979
milwaukee,milwaukee,0110,c,35,38,0.9210526315789473
milwaukee,milwaukee,0111,c,38,43,0.8837209302325582
milwaukee,milwaukee,0112,c,59,64,0.921875
milwaukee,milwaukee,0113,c,65,69,0.9420289855072463
milwaukee,milwaukee,0114,c,76,80,0.95
milwaukee,milwaukee,0115,c,111,118,0.940677966101695
milwaukee,milwaukee,0116,c,42,47,0.8936170212765957
milwaukee,milwaukee,0117,c,56,61,0.9180327868852459
milwaukee,milwaukee,0118,c,75,86,0.872093023255814
milwaukee,milwaukee,0119,c,83,84,0.9880952380952381
milwaukee,milwaukee,0120,c,47,49,0.9591836734693877
milwaukee,milwaukee,0121,c,75,78,0.9615384615384616
milwaukee,milwaukee,0122,c,80,84,0.9523809523809523
milwaukee,milwaukee,0123,c,215,233,0.9227467811158798
milwaukee,milwaukee,0124,c,124,145,0.8551724137931035
milwaukee,milwaukee,0125,c,499,553,0.9023508137432188
milwaukee,milwaukee,0126,c,391,421,0.9287410926365796
milwaukee,milwaukee,0127,c,411,468,0.8782051282051282
milwaukee,milwaukee,0128,c,338,369,0.9159891598915989
milwaukee,milwaukee,0129,c,303,343,0.8833819241982507
milwaukee,milwaukee,0130,c,136,167,0.8143712574850299
milwaukee,milwaukee,0131,c,427,512,0.833984375
milwaukee,milwaukee,0132,c,649,821,0.7904993909866017
milwaukee,milwaukee,0133,c,212,236,0.8983050847457628
milwaukee,milwaukee,0134,c,265,294,0.9013605442176871
milwaukee,milwaukee,0135,c,298,340,0.8764705882352941
milwaukee,milwaukee,0136,c,269,288,0.9340277777777778
milwaukee,milwaukee,0137,c,228,246,0.926829268292683
milwaukee,milwaukee,0138,c,761,803,0.9476961394769614
milwaukee,milwaukee,0139,c,316,338,0.9349112426035503
milwaukee,milwaukee,0140,c,62,70,0.8857142857142857
milwaukee,milwaukee,0141,c,100,107,0.9345794392523364
milwaukee,milwaukee,0142,c,87,94,0.925531914893617
milwaukee,milwaukee,0143,c,59,62,0.9516129032258065
milwaukee,milwaukee,0144,c,49,51,0.9607843137254902
milwaukee,milwaukee,0145,c,28,33,0.8484848484848485
milwaukee,milwaukee,0146,c,19,20,0.95
milwaukee,milwaukee,0147,c,59,67,0.8805970149253731
milwaukee,milwaukee,0148,c,80,81,0.9876543209876543
milwaukee,milwaukee,0149,c,50,54,0.9259259259259259
milwaukee,milwaukee,0150,c,66,82,0.8048780487804879
milwaukee,milwaukee,0151,c,42,45,0.9333333333333333
milwaukee,milwaukee,0152,c,31,34,0.9117647058823529
milwaukee,milwaukee,0153,c,110,121,0.9090909090909091
milwaukee,milwaukee,0154,c,82,88,0.9318181818181818
milwaukee,milwaukee,0155,c,16,18,0.8888888888888888
milwaukee,milwaukee,0156,c,77,92,0.8369565217391305
milwaukee,milwaukee,0157,c,97,113,0.8584070796460177
milwaukee,milwaukee,0158,c,61,66,0.9242424242424242
milwaukee,milwaukee,0159,c,65,79,0.8227848101265823
milwaukee,milwaukee,0160,c,67,70,0.9571428571428572
milwaukee,milwaukee,0161,c,17,19,0.8947368421052632
milwaukee,milwaukee,0162,c,28,32,0.875
milwaukee,milwaukee,0163,c,65,73,0.8904109589041096
milwaukee,milwaukee,0164,c,138,172,0.8023255813953488
milwaukee,milwaukee,0165,c,105,140,0.75
milwaukee,milwaukee,0166,c,75,93,0.8064516129032258
milwaukee,milwaukee,0167,c,256,319,0.8025078369905956
milwaukee,milwaukee,0168,c,553,657,0.8417047184170472
milwaukee,milwaukee,0169,c,36,38,0.9473684210526315
milwaukee,milwaukee,0170,c,31,32,0.96875
milwaukee,milwaukee,0171,c,9,9,1
milwaukee,milwaukee,0172,c,66,73,0.9041095890410958
milwaukee,milwaukee,0173,c,84,87,0.9655172413793104
milwaukee,milwaukee,0174,c,142,146,0.9726027397260274
milwaukee,milwaukee,0175,c,98,111,0.8828828828828829
milwaukee,milwaukee,0176,c,67,75,0.8933333333333333
milwaukee,milwaukee,0177,c,488,554,0.8808664259927798
milwaukee,milwaukee,0178,c,334,392,0.8520408163265306
milwaukee,milwaukee,0179,c,389,442,0.8800904977375565
milwaukee,milwaukee,0180,c,298,345,0.863768115942029
milwaukee,milwaukee,0181,c,550,696,0.7902298850574713
milwaukee,milwaukee,0182,c,371,441,0.8412698412698413
milwaukee,milwaukee,0183,c,449,529,0.8487712665406427
milwaukee,milwaukee,0184,c,354,438,0.8082191780821918
milwaukee,milwaukee,0185,c,431,517,0.8336557059961315
milwaukee,milwaukee,0186,c,421,558,0.7544802867383512
milwaukee,milwaukee,0187,c,77,92,0.8369565217391305
milwaukee,milwaukee,0188,c,103,124,0.8306451612903226
milwaukee,milwaukee,0189,c,79,96,0.8229166666666666
milwaukee,milwaukee,0190,c,122,145,0.8413793103448276
milwaukee,milwaukee,0191,c,49,70,0.7
milwaukee,milwaukee,0192,c,36,44,0.8181818181818182
milwaukee,milwaukee,0193,c,96,104,0.9230769230769231
milwaukee,milwaukee,0194,c,65,75,0.8666666666666667
milwaukee,milwaukee,0195,c,37,47,0.7872340425531915
milwaukee,milwaukee,0196,c,56,70,0.8
milwaukee,milwaukee,0197,c,44,49,0.8979591836734694
milwaukee,milwaukee,0198,c,89,100,0.89
milwaukee,milwaukee,0199,c,136,153,0.8888888888888888
milwaukee,milwaukee,0200,c,54,65,0.8307692307692308
milwaukee,milwaukee,0201,c,51,59,0.864406779661017
milwaukee,milwaukee,0202,c,167,216,0.7731481481481481
milwaukee,milwaukee,0203,c,336,405,0.8296296296296296
milwaukee,milwaukee,0204,c,262,329,0.7963525835866262
milwaukee,milwaukee,0205,c,229,301,0.760797342192691
milwaukee,milwaukee,0206,c,225,282,0.7978723404255319
milwaukee,milwaukee,0207,c,139,235,0.5914893617021276
milwaukee,milwaukee,0208,c,164,249,0.6586345381526104
milwaukee,milwaukee,0209,c,147,265,0.5547169811320755
milwaukee,milwaukee,0210,c,109,202,0.5396039603960396
milwaukee,milwaukee,0211,c,101,172,0.5872093023255814
milwaukee,milwaukee,0212,c,105,198,0.5303030303030303
milwaukee,milwaukee,0213,c,132,218,0.6055045871559633
milwaukee,milwaukee,0214,c,96,127,0.7559055118110236
milwaukee,milwaukee,0215,c,40,47,0.851063829787234
milwaukee,milwaukee,0216,c,24,40,0.6
milwaukee,milwaukee,0217,c,55,73,0.7534246575342466
milwaukee,milwaukee,0218,c,86,119,0.7226890756302521
milwaukee,milwaukee,0219,c,35,54,0.6481481481481481
milwaukee,milwaukee,0220,c,69,92,0.75
milwaukee,milwaukee,0221,c,141,191,0.7382198952879581
milwaukee,milwaukee,0222,c,27,37,0.7297297297297297
milwaukee,milwaukee,0223,c,37,60,0.6166666666666667
milwaukee,milwaukee,0224,c,34,50,0.68
milwaukee,milwaukee,0225,c,27,46,0.5869565217391305
milwaukee,milwaukee,0226,c,24,30,0.8
milwaukee,milwaukee,0227,c,82,109,0.7522935779816514
milwaukee,milwaukee,0228,c,32,36,0.8888888888888888
milwaukee,milwaukee,0229,c,19,25,0.76
milwaukee,milwaukee,0230,c,64,76,0.8421052631578947
milwaukee,milwaukee,0231,c,26,32,0.8125
milwaukee,milwaukee,0232,c,16,24,0.6666666666666666
milwaukee,milwaukee,0233,c,26,30,0.8666666666666667
milwaukee,milwaukee,0234,c,58,68,0.8529411764705882
milwaukee,milwaukee,0235,c,310,364,0.8516483516483516
milwaukee,milwaukee,0236,c,61,76,0.8026315789473685
milwaukee,milwaukee,0237,c,40,55,0.7272727272727273
milwaukee,milwaukee,0238,c,27,34,0.7941176470588235
milwaukee,milwaukee,0239,c,50,64,0.78125
milwaukee,milwaukee,0240,c,86,104,0.8269230769230769
milwaukee,milwaukee,0241,c,255,295,0.864406779661017
milwaukee,milwaukee,0242,c,283,325,0.8707692307692307
milwaukee,milwaukee,0243,c,418,511,0.8180039138943248
milwaukee,milwaukee,0244,c,321,383,0.8381201044386423
milwaukee,milwaukee,0245,c,262,328,0.7987804878048781
milwaukee,milwaukee,0246,c,483,568,0.8503521126760564
milwaukee,milwaukee,0247,c,206,247,0.8340080971659919
milwaukee,milwaukee,0248,c,382,456,0.8377192982456141
milwaukee,milwaukee,0249,c,36,61,0.5901639344262295
milwaukee,milwaukee,0250,c,38,47,0.8085106382978723
milwaukee,milwaukee,0251,c,18,31,0.5806451612903226
milwaukee,milwaukee,0252,c,46,67,0.6865671641791045
milwaukee,milwaukee,0253,c,16,26,0.6153846153846154
milwaukee,milwaukee,0254,c,7,15,0.4666666666666667
milwaukee,milwaukee,0255,c,20,32,0.625
milwaukee,milwaukee,0256,c,14,19,0.7368421052631579
milwaukee,milwaukee,0257,c,38,61,0.6229508196721312
milwaukee,milwaukee,0258,c,88,148,0.5945945945945946
milwaukee,milwaukee,0259,c,35,51,0.6862745098039216
milwaukee,milwaukee,0260,c,53,78,0.6794871794871795
milwaukee,milwaukee,0261,c,102,166,0.6144578313253012
milwaukee,milwaukee,0262,c,192,305,0.6295081967213115
milwaukee,milwaukee,0263,c,75,129,0.5813953488372093
milwaukee,milwaukee,0264,c,194,338,0.5739644970414202
milwaukee,milwaukee,0265,c,94,160,0.5875
milwaukee,milwaukee,0266,c,100,201,0.4975124378109453
milwaukee,milwaukee,0267,c,103,168,0.6130952380952381
milwaukee,milwaukee,0268,c,179,335,0.5343283582089552
milwaukee,milwaukee,0269,c,128,220,0.5818181818181818
milwaukee,milwaukee,0270,c,127,263,0.4828897338403042
milwaukee,milwaukee,0271,c,229,425,0.5388235294117647
milwaukee,milwaukee,0272,c,157,307,0.511400651465798
milwaukee,milwaukee,0273,c,75,161,0.4658385093167702
milwaukee,milwaukee,0274,c,86,164,0.524390243902439
milwaukee,milwaukee,0275,c,143,288,0.4965277777777778
milwaukee,milwaukee,0276,c,236,430,0.5488372093023256
milwaukee,milwaukee,0277,c,187,338,0.5532544378698225
milwaukee,milwaukee,0278,c,83,175,0.4742857142857143
milwaukee,milwaukee,0279,c,157,288,0.5451388888888888
milwaukee,milwaukee,0280,c,301,485,0.6206185567010309
milwaukee,milwaukee,0281,c,119,198,0.601010101010101
milwaukee,milwaukee,0282,c,23,37,0.6216216216216216
milwaukee,milwaukee,0283,c,69,127,0.5433070866141733
milwaukee,milwaukee,0284,c,76,110,0.6909090909090909
milwaukee,milwaukee,0285,c,14,21,0.6666666666666666
milwaukee,milwaukee,0286,c,62,106,0.5849056603773585
milwaukee,milwaukee,0287,c,82,134,0.6119402985074627
milwaukee,milwaukee,0288,c,148,245,0.6040816326530613
milwaukee,milwaukee,0289,c,100,148,0.6756756756756757
milwaukee,milwaukee,0290,c,42,78,0.5384615384615384
milwaukee,milwaukee,0291,c,60,87,0.6896551724137931
milwaukee,milwaukee,0292,c,122,171,0.7134502923976608
milwaukee,milwaukee,0293,c,171,262,0.6526717557251909
milwaukee,milwaukee,0294,c,161,230,0.7
milwaukee,milwaukee,0295,c,173,225,0.7688888888888888
milwaukee,milwaukee,0296,c,259,367,0.7057220708446866
milwaukee,milwaukee,0297,c,299,375,0.7973333333333333
milwaukee,milwaukee,0298,c,249,315,0.7904761904761904
