Precinct,Total.x,Trump,Clinton,trump_pct,clinton_pct,Total.y,Jones,Moore,jones_pct,moore_pct,change_dem
10 JONES COMMUNITY CTR,358,218,135,0.6089385474860335,0.3770949720670391,230,114,116,0.4956521739130435,0.5043478260869565,0.11855720184600438
100 TRINITY METHODIST,2185,1801,285,0.8242562929061785,0.13043478260869565,1369,380,948,0.27757487216946675,0.6924762600438276,0.1471400895607711
110 CENTRAL AL ELECTRIC,332,120,203,0.3614457831325301,0.6114457831325302,229,152,75,0.6637554585152838,0.32751091703056767,0.05230967538275366
140 AUTAUGAVILLE VFD,735,312,406,0.42448979591836733,0.5523809523809524,502,304,194,0.6055776892430279,0.38645418326693226,0.05319673686207549
150 PRATTMONT BAPTIST CH,1183,824,287,0.6965342349957735,0.24260355029585798,652,270,371,0.41411042944785276,0.5690184049079755,0.17150687915199478
160 DOSTER COMMUNITY CTR,4710,3162,1356,0.6713375796178344,0.2878980891719745,2966,1275,1630,0.42987188132164533,0.5495616992582603,0.14197379214967082
170 CAMELLIA BAPTIST CH,1492,1013,418,0.6789544235924933,0.2801608579088472,899,391,485,0.43492769744160176,0.5394883203559511,0.15476683953275455
180 OLD KINGSTON VFD,722,400,294,0.554016620498615,0.407202216066482,434,244,188,0.5622119815668203,0.43317972350230416,0.1550097655003383
1ST BAPTIST CH IRVINGTON 1,1206,945,223,0.7835820895522388,0.18490878938640132,485,154,325,0.31752577319587627,0.6701030927835051,0.13261698380947495
1ST BAPTIST CH IRVINGTON 2,887,676,182,0.762119503945885,0.20518602029312288,624,168,448,0.2692307692307692,0.717948717948718,0.06404474893764633
1ST BAPTIST CHURCH,2831,1622,955,0.572942423172024,0.33733663016601906,2305,1355,841,0.5878524945770065,0.3648590021691974,0.25051586441098744
1ST BAPTIST CHURCH,2831,1622,955,0.572942423172024,0.33733663016601906,1357,368,956,0.2711864406779661,0.7044952100221076,-0.06615018948805296
1ST BAPTIST CHURCH,2627,2086,426,0.794061667301104,0.16216216216216217,2305,1355,841,0.5878524945770065,0.3648590021691974,0.42569033241484433
1ST BAPTIST CHURCH,2627,2086,426,0.794061667301104,0.16216216216216217,1357,368,956,0.2711864406779661,0.7044952100221076,0.10902427851580393
1ST BAPTIST PELHAM ANNEX,3252,1995,1020,0.6134686346863468,0.31365313653136534,2100,1151,897,0.5480952380952381,0.42714285714285716,0.23444210156387274
1ST BAPTIST WILMER GYM 1,647,540,92,0.8346213292117465,0.14219474497681608,414,85,327,0.20531400966183574,0.7898550724637681,0.06311926468501966
1ST BAPTIST WILMER GYM 2,746,640,95,0.8579088471849866,0.12734584450402145,388,98,287,0.25257731958762886,0.7396907216494846,0.1252314750836074
1ST CHRISTIAN CHURCH,2860,1969,694,0.6884615384615385,0.24265734265734265,2022,930,1014,0.4599406528189911,0.5014836795252225,0.21728331016164845
1ST PRESBYTERIAN CHURCH,2642,1929,555,0.7301286903860712,0.2100681302043906,315,248,66,0.7873015873015873,0.20952380952380953,0.5772334570971966
1ST PRESBYTERIAN CHURCH,2642,1929,555,0.7301286903860712,0.2100681302043906,1713,705,963,0.4115586690017513,0.5621716287215411,0.2014905387973607
1ST UNITED METH  WEAVER,2256,1724,416,0.7641843971631206,0.18439716312056736,1248,439,778,0.35176282051282054,0.6233974358974359,0.16736565739225318
1ST UNITED METHATTALLA,1183,669,466,0.5655114116652579,0.39391377852916315,710,408,291,0.5746478873239437,0.4098591549295775,0.18073410879478052
1ST UNITED METHODIST,627,466,135,0.7432216905901117,0.215311004784689,403,143,258,0.3548387096774194,0.6401985111662531,0.13952770489273036
20 HERITAGE BAPTIST,2195,1758,332,0.8009111617312072,0.15125284738041003,1309,413,872,0.3155080213903743,0.666157372039725,0.16425517400996428
21ST STREET GYM,1611,1441,127,0.8944754810676598,0.07883302296710118,847,117,717,0.1381345926800472,0.846517119244392,0.059301569712946034
220 UPPER KINGSTON,1208,931,228,0.7706953642384106,0.18874172185430463,712,217,468,0.3047752808988764,0.6573033707865169,0.11603355904457177
2ND MOUNT ZION CHURCH,93,25,64,0.26881720430107525,0.6881720430107527,74,59,15,0.7972972972972973,0.20270270270270271,0.10912525428654452
50 WHITE CITY VFD,508,356,138,0.7007874015748031,0.27165354330708663,322,125,194,0.38819875776397517,0.6024844720496895,0.11654521445688854
60 MARBURY MIDDLE SCH,747,641,76,0.85809906291834,0.10174029451137885,413,90,318,0.2179176755447942,0.7699757869249395,0.11617738103341534
80 INDEPENDENCE VFD,415,210,201,0.5060240963855421,0.4843373493975904,268,152,111,0.5671641791044776,0.4141791044776119,0.0828268297068872
90 BOOTH VFD,735,547,161,0.7442176870748299,0.21904761904761905,437,162,272,0.3707093821510298,0.6224256292906178,0.15166176310341073
A  M UNIVERSITY NEW GYM,1282,17,1213,0.013260530421216849,0.9461778471138845,374,364,9,0.9732620320855615,0.02406417112299465,0.027084184971676972
ABBEVILLE VOTING CENTER,1256,649,578,0.51671974522293,0.4601910828025478,827,444,379,0.5368802902055623,0.45828295042321643,0.07668920740301449
ABEL VOTING HOUSE,170,162,6,0.9529411764705882,0.03529411764705882,97,10,86,0.10309278350515463,0.8865979381443299,0.06779866585809581
ABERFOIL,207,67,139,0.32367149758454106,0.6714975845410628,143,115,28,0.8041958041958042,0.1958041958041958,0.13269821965474138
ABERNANT BAPT CH,820,719,80,0.8768292682926829,0.0975609756097561,434,86,338,0.19815668202764977,0.7788018433179723,0.10059570641789367
ABUNDANT LIFE CH,267,232,25,0.8689138576779026,0.09363295880149813,137,33,103,0.24087591240875914,0.7518248175182481,0.147242953607261
AC HOUS AUTH YA SERVICE,767,345,417,0.4498044328552803,0.5436766623207301,461,290,170,0.6290672451193059,0.368763557483731,0.08539058279857581
ADAMSBURG FIRE DEPT,418,359,42,0.8588516746411483,0.10047846889952153,253,57,193,0.22529644268774704,0.7628458498023716,0.12481797378822551
ADDISON COMMUNITY CTR,903,820,71,0.9080841638981174,0.07862679955703211,497,57,437,0.11468812877263582,0.8792756539235412,0.036061329215603705
AFLAME CHURCH,2011,1468,479,0.729985082048732,0.2381899552461462,1316,464,807,0.3525835866261398,0.6132218844984803,0.11439363137999362
AKRON CITY HALL,460,182,272,0.39565217391304347,0.591304347826087,339,226,111,0.6666666666666666,0.3274336283185841,0.07536231884057965
ALABASTER LIBERTY BAPTIST,681,210,450,0.30837004405286345,0.6607929515418502,478,373,100,0.7803347280334728,0.20920502092050208,0.11954177649162256
ALBERTVILLE REC CENTER,4466,3733,585,0.835871025526198,0.1309896999552172,2262,586,1615,0.25906277630415564,0.7139699381078691,0.12807307634893844
ALCO JD JC MUSEUM,448,239,198,0.5334821428571429,0.4419642857142857,233,132,99,0.5665236051502146,0.4248927038626609,0.1245593194359289
ALDER SPRINGS COMM CTR,755,643,75,0.8516556291390729,0.09933774834437085,389,83,295,0.2133676092544987,0.7583547557840618,0.11402986091012786
ALDERSGATE UNITED METH,3285,2107,896,0.6414003044140031,0.27275494672754946,2581,1230,1236,0.47655947307245256,0.4788841534289035,0.2038045263449031
ALEX CITY FIRE LAKE HILL,928,776,128,0.8362068965517241,0.13793103448275862,494,123,365,0.24898785425101214,0.7388663967611336,0.11105681976825352
ALEX CITY NATIONAL GUARD,1773,1345,364,0.7586012408347433,0.20530174844895657,964,359,588,0.3724066390041494,0.6099585062240664,0.16710489055519281
ALEXANDRIA CIVITAN CLUB,2248,1843,325,0.8198398576512456,0.1445729537366548,1239,357,862,0.288135593220339,0.6957223567393059,0.1435626394836842
ALICEVILLE,1916,517,1382,0.2698329853862213,0.721294363256785,1354,1059,287,0.7821270310192023,0.2119645494830133,0.06083266776241736
ALL NATIONS CHURCH,2314,983,1171,0.4248055315471046,0.5060501296456352,1484,981,478,0.6610512129380054,0.3221024258760108,0.15500108329237017
ALLGOOD TOWN HALL,486,434,40,0.8930041152263375,0.0823045267489712,289,45,241,0.15570934256055363,0.8339100346020761,0.07340481581158244
ALLSBORO CUMBERLAND PRES,94,64,23,0.6808510638297872,0.24468085106382978,42,18,24,0.42857142857142855,0.5714285714285714,0.18389057750759877
ALTERNATIVE SCHOOL,1836,1439,342,0.7837690631808278,0.18627450980392157,1057,318,728,0.3008514664143803,0.6887417218543046,0.11457695661045875
ALTOONA FIRE DEPTARTMENT,527,462,52,0.8766603415559773,0.09867172675521822,323,55,268,0.17027863777089783,0.8297213622291022,0.0716069110156796
ANDALUSIA KIWANIS FAIR BD,3910,2773,1014,0.7092071611253197,0.25933503836317134,2209,823,1361,0.37256677229515617,0.6161158895427795,0.11323173393198482
ANDERSON TOWN HALL,853,681,134,0.798358733880422,0.1570926143024619,456,138,308,0.3026315789473684,0.6754385964912281,0.1455389646449065
ANDREW BELLE COMM CTR,714,298,388,0.4173669467787115,0.5434173669467787,434,298,133,0.6866359447004609,0.3064516129032258,0.14321857775368219
ANGEL FIRE STATION,721,586,118,0.812760055478502,0.1636615811373093,418,126,280,0.3014354066985646,0.6698564593301436,0.1377738255612553
ANNEX VOTING HOUSE,119,39,80,0.3277310924369748,0.6722689075630253,78,58,20,0.7435897435897436,0.2564102564102564,0.07132083602671835
ANNISTON CARVER CENTER,310,3,301,0.00967741935483871,0.9709677419354839,220,217,2,0.9863636363636363,0.00909090909090909,0.015395894428152479
ANNISTON GOLDEN SPRINGS,2762,1831,803,0.662925416364953,0.29073135409123824,1843,875,930,0.4747693977211069,0.5046120455778622,0.18403804362986864
ANNISTON MEETING CTR,1904,288,1560,0.15126050420168066,0.819327731092437,1292,1157,128,0.8955108359133127,0.09907120743034056,0.07618310482087576
ANNISTON THANKFUL BAPT,354,47,302,0.1327683615819209,0.8531073446327684,254,235,19,0.9251968503937008,0.07480314960629922,0.07208950576093243
ANTIOCH  BARRYS BBQ,101,87,12,0.8613861386138614,0.1188118811881188,58,15,42,0.25862068965517243,0.7241379310344828,0.13980880846705362
ANTIOCH BAPTIST CHURCH 3,126,32,92,0.25396825396825395,0.7301587301587301,90,75,15,0.8333333333333334,0.16666666666666666,0.10317460317460325
ANTIOCH CHURCH,286,231,46,0.8076923076923077,0.16083916083916083,165,46,116,0.2787878787878788,0.703030303030303,0.11794871794871797
ANTIOCH FIRE DEPT,419,244,167,0.5823389021479713,0.39856801909307876,297,155,140,0.5218855218855218,0.4713804713804714,0.12331750279244308
APOSTOLIC CHURCH OF GOD 1,869,294,533,0.3383199079401611,0.6133486766398158,1071,806,255,0.7525676937441643,0.23809523809523808,0.13921901710434847
APOSTOLIC CHURCH OF GOD 2,1215,396,785,0.32592592592592595,0.6460905349794238,390,291,96,0.7461538461538462,0.24615384615384617,0.10006331117442235
APPLETON VOL FIRE,528,467,40,0.884469696969697,0.07575757575757576,272,31,238,0.11397058823529412,0.875,0.038213012477718356
AQUADOME REC CTR,1716,603,1062,0.3513986013986014,0.6188811188811189,1161,879,276,0.7571059431524548,0.23772609819121446,0.13822482427133598
ARAB COMMUNITY CENTER,2754,2297,334,0.8340595497458243,0.12127814088598403,1611,368,1202,0.22842954686530106,0.7461204220980757,0.10715140597931704
ARAB RECREATION CENTER,1870,1587,207,0.848663101604278,0.11069518716577541,1067,232,816,0.21743205248359887,0.7647610121836926,0.10673686531782346
ARARAT,158,124,34,0.7848101265822784,0.21518987341772153,103,32,71,0.3106796116504854,0.6893203883495146,0.09548973823276388
ARDMORE MUNICIPAL ANNEX,1350,1128,178,0.8355555555555556,0.13185185185185186,670,159,497,0.2373134328358209,0.7417910447761195,0.10546158098396904
ARGO FIRE DEPT,323,250,56,0.7739938080495357,0.17337461300309598,182,62,118,0.34065934065934067,0.6483516483516484,0.1672847276562447
ARGO TOWN HALL,2631,2176,365,0.8270619536297985,0.13873052071455722,1485,460,991,0.30976430976430974,0.6673400673400673,0.17103378904975253
ARGUTA COMMUNITY CTR,194,173,18,0.8917525773195877,0.09278350515463918,121,20,99,0.1652892561983471,0.8181818181818182,0.07250575104370793
ARITON CITY HALL,581,479,82,0.8244406196213425,0.14113597246127366,334,69,265,0.20658682634730538,0.7934131736526946,0.06545085388603172
ARKADELPHIA FIRE DEPT,300,270,16,0.9,0.05333333333333334,200,34,163,0.17,0.815,0.11666666666666667
ARLEY FIRE DEPT,1273,1148,98,0.9018067556952082,0.0769835035349568,813,137,660,0.16851168511685116,0.8118081180811808,0.09152818158189437
ARLINGTON COMMUNITY CENTER,189,71,116,0.37566137566137564,0.6137566137566137,132,99,32,0.75,0.24242424242424243,0.13624338624338628
ARMORY,1826,475,1314,0.26013143483023,0.71960569550931,1340,1083,248,0.8082089552238806,0.18507462686567164,0.08860325971457061
ARONEY FIRE DEPT,431,358,52,0.8306264501160093,0.12064965197215777,264,48,212,0.18181818181818182,0.803030303030303,0.061168529846024056
ASBERRY BAPTIST CHURCH,994,875,91,0.8802816901408451,0.09154929577464789,574,121,449,0.21080139372822299,0.7822299651567944,0.1192520979535751
ASBURY FIRE,740,637,75,0.8608108108108108,0.10135135135135136,377,81,283,0.21485411140583555,0.7506631299734748,0.11350276005448419
ASBURY UNITED METHODIST,2765,2063,511,0.7461121157323689,0.1848101265822785,1861,741,1049,0.3981730252552391,0.5636754433100484,0.21336289867296063
ASHFORD DEPOT,1428,1080,318,0.7563025210084033,0.22268907563025211,825,265,558,0.3212121212121212,0.6763636363636364,0.09852304558186911
ASHLAND ARMORY,1502,1131,325,0.7529960053262317,0.21637816245006658,816,267,538,0.3272058823529412,0.6593137254901961,0.1108277199028746
ASHRIDGE FIRE DEPT,654,613,29,0.9373088685015291,0.04434250764525994,338,38,295,0.11242603550295859,0.8727810650887574,0.06808352785769864
ASHVILLE CITY HALL,1048,690,319,0.6583969465648855,0.30438931297709926,680,285,390,0.41911764705882354,0.5735294117647058,0.11472833408172428
ASPEL JACKSON WATERWORKS,191,154,32,0.806282722513089,0.16753926701570682,88,26,61,0.29545454545454547,0.6931818181818182,0.12791527843883865
ATHENS RECREATION CTR,2551,1854,561,0.7267738141905136,0.21991375931007448,1739,695,996,0.3996549741230592,0.5727429557216791,0.17974121481298475
ATMORE CITY HALL,853,23,819,0.026963657678780773,0.9601406799531067,555,544,11,0.9801801801801802,0.01981981981981982,0.02003950022707346
ATMORE PUBLIC LIBRARY,1198,796,346,0.664440734557596,0.2888146911519199,754,295,449,0.3912466843501326,0.5954907161803713,0.10243199319821272
ATTALLA RECREATION CENTER,1531,1262,210,0.8242978445460484,0.13716525146962769,872,199,647,0.22821100917431192,0.7419724770642202,0.09104575770468423
AUSTIN SUMBRY PARK,891,239,626,0.26823793490460157,0.7025813692480359,516,429,86,0.8313953488372093,0.16666666666666666,0.1288139795891734
AUSTINVILLE CH OF CHRIST,2328,1838,390,0.7895189003436426,0.16752577319587628,1564,486,1020,0.31074168797953966,0.6521739130434783,0.14321591478366338
AZALEA CITY CH OF CHRIST 1,917,528,367,0.5757906215921483,0.40021810250817885,814,456,350,0.5601965601965602,0.42997542997543,0.15997845768838131
AZALEA CITY CH OF CHRIST 2,779,443,311,0.5686777920410783,0.3992297817715019,358,197,153,0.55027932960893855,0.4273743016759777,0.15104954783743663
BABBIE  FIRE,469,441,18,0.9402985074626866,0.03837953091684435,288,19,264,0.06597222222222222,0.9166666666666666,0.02759269130537787
BACCUS UNION HALL,234,219,11,0.9358974358974359,0.04700854700854701,130,13,117,0.1,0.9,0.052991452991453
BACON LEVEL,307,257,49,0.8371335504885994,0.15960912052117263,140,35,105,0.25,0.75,0.09039087947882737
BAILEYTON SR CENTER,780,702,52,0.9,0.06666666666666667,418,50,357,0.11961722488038277,0.854066985645933,0.05295055821371611
BAKERHILL TOWN HALL,395,240,152,0.6075949367088608,0.3848101265822785,215,104,111,0.48372093023255813,0.5162790697674419,0.09891080365027966
